listing_id,host_name,room_type,description,borough,nbhood,last_review,price
18373404,Allison,entire home/apt,Little Haven in Brooklyn Redeux,Brooklyn, Bedford-Stuyvesant,June 22 2019,150
18374647,Lena,private room,Maison Macon,Brooklyn, Bedford-Stuyvesant,June 23 2019,187
18375021,Lorenzo & Alex,private room,Huge private room in historic brownstone,Brooklyn, Bedford-Stuyvesant,April 30 2019,85
18375685,Gary,entire home/apt,"Beautiful, Two bedroom apartment Brooklyn P.L.G",Brooklyn, Prospect-Lefferts Gardens,July 07 2019,175
18375815,Emma,private room,Spacious private room close St. Barnabas Hospital,Bronx, Tremont,May 28 2019,38
18377036,"Rossy,  Carmen And Juan",private room,"Bright, Beautiful Double Room",Bronx, University Heights,May 27 2019,53
18381623,Terrence,private room,Luminous Zen Garden Retreat,Manhattan, East Village,June 29 2019,145
18385188,Melissa,entire home/apt,"Brooklyn Modern: Sunny 2BR, Boutique Style",Brooklyn, Gowanus,July 07 2019,173
18386105,Jaran,entire home/apt,"A Special Place for You! Bed-Stuy, Brooklyn",Brooklyn, Bedford-Stuyvesant,July 02 2019,150
18386307,Michael,entire home/apt,"Sunny, Chelsea Studio has queen bed and sleep loft",Manhattan, Chelsea,May 25 2019,89
18386494,Seryn,entire home/apt,Sunny 2+ bd. Great for groups. Very kid friendly.,Brooklyn, Windsor Terrace,June 24 2019,200
18386915,Shanee,entire home/apt,"Sunny Studio in Park Slope, Brooklyn",Brooklyn, Park Slope,June 10 2019,120
18387798,Mel,private room,COZY + STYLISH ROOM FOR YOU IN NYC! (A),Brooklyn, Crown Heights,June 07 2019,45
18388152,Mel,private room,EXTRA LARGE PRIVATE BEDROOM! TRIPLE SIZE CLOSET(B),Brooklyn, Crown Heights,May 31 2019,59
18390143,Alyson,private room,"Huge Room, Top Floor Of Brownestone",Manhattan, Hell's Kitchen,June 13 2019,120
18390316,Faith,private room,Private bedroom in Luxury home Bushwick,Brooklyn, Bedford-Stuyvesant,April 23 2019,70
18390907,Elie,entire home/apt,"Sun-soaked, charming Brooklyn home",Brooklyn, Bedford-Stuyvesant,June 14 2019,200
18391905,Aaron,entire home/apt,"Huge, One of A Kind, Artsy Loft in Greenpoint",Brooklyn, Greenpoint,June 23 2019,299
18393805,Charles,private room,Private Room 15 Min to Manhattan (Lower East Side),Brooklyn, Bedford-Stuyvesant,June 18 2019,46
18394653,Ricardo,private room,Brooklyn Paradise,Brooklyn, East Flatbush,April 01 2019,60
18397124,Cesar,private room,WaHi Overlook,Manhattan, Washington Heights,April 28 2019,70
18399865,Derek,entire home/apt,Best East Village location St Marks 2 bedroom apt.,Manhattan, East Village,June 13 2019,190
18402330,Juan,private room,Airy and Bright Room with Balcony,Bronx, Parkchester,July 07 2019,60
18402568,Juan,private room,A Modern and bright room,Bronx, Parkchester,July 02 2019,45
18408236,Chaya,entire home/apt,All New! Vanderbilt Suite,Brooklyn, Prospect Heights,June 14 2019,188
18410069,Antoinette,entire home/apt,Sunny Brooklyn Limestone,Brooklyn, Flatbush,February 18 2019,175
18410445,Diane,private room,Large Room and Apartment in Upper Manhattan,Manhattan, Washington Heights,June 17 2019,100
18411056,Paulina,entire home/apt,Wonderful living in 3B/3B Harlem Brownstone Duplex,Manhattan, Harlem,July 07 2019,295
18411446,Jia,entire home/apt,NEW! Luxury studio WITH SPA shower in Flushing!!!,Queens, Flushing,June 23 2019,99
18414310,Faye,private room,Cozy Room Easy Access To Manhattan - Room #3,Staten Island, Stapleton,April 15 2019,65
18415505,Daniel,entire home/apt,Stylish Apartment with beautiful skyline views.,Manhattan, Harlem,April 30 2019,99
18424903,Ray,entire home/apt,Luxury Townhouse,Manhattan, East Harlem,June 30 2019,300
18424928,Lara,entire home/apt,Beautiful 2 bedroom apartment in Park Slope!,Brooklyn, South Slope,March 08 2019,210
18425106,Ken,entire home/apt,"Washington Street, Lux Svcd Studio in West Village",Manhattan, SoHo,March 10 2019,195
18427825,Yuna,entire home/apt,Cozy Brooklyn Affordable In-Law,Brooklyn, East Flatbush,June 23 2019,80
18429093,Yaacov,entire home/apt,Cozy one bed with balcony and pool,Manhattan, Upper East Side,April 10 2019,160
18429435,Christina,private room,Modern & Industrial LIC Accommodations,Queens, Long Island City,May 24 2019,199
18430588,Devon,private room,A Quiet stay in Harlem,Manhattan, Harlem,May 12 2019,35
18430686,Ramiro & Jeff,private room,Private bedroom in an amazingly located apartment.,Manhattan, Hell's Kitchen,May 30 2019,80
18432894,Monica,entire home/apt,Casa Estrella,Brooklyn, Bushwick,June 02 2019,207
18433038,Zee,private room,Private Cozy Room In Astoria,Queens, Ditmars Steinway,June 06 2019,59
18433781,Danny,private room,"Large, Sunny Private Room in New Renovated House",Brooklyn, Bedford-Stuyvesant,June 21 2019,75
18439203,Erica,entire home/apt,Brooklyn Beauty!!,Brooklyn, East New York,July 01 2019,115
18440017,Jeanette,private room,Uptown Private Bedroom w/ Pvt Entrance & Full Bath,Manhattan, Washington Heights,January 02 2019,40
18444575,Mimi,entire home/apt,"Bright, open 1BD in the heart of Nolita",Manhattan, Little Italy,January 01 2019,150
18445522,Dan,entire home/apt,MANHATTAN STYLISH WALL ST STUDIO APT. DISCOUNTED,Manhattan, Financial District,June 01 2019,86
18449954,Joy,entire home/apt,Delightful Brooklyn Studio,Brooklyn, Crown Heights,June 20 2019,90
18450143,Machel,entire home/apt,Entire Pre-War Apartment 1 Minute From Train,Brooklyn, Flatbush,May 19 2019,100
18455236,Michael,entire home/apt,Modern 1 Bedroom In the Middle of Everything!,Brooklyn, Williamsburg,June 23 2019,94
18455830,Tatiana,entire home/apt,Charming 2 bedroom apartment in Brooklyn,Brooklyn, Bushwick,May 20 2019,190
18459547,Adam,entire home/apt,Dumbo Penthouse Loft with Outdoor Spaces & Views,Brooklyn, Vinegar Hill,June 11 2019,186
18460119,Kate,private room,Private Room in Homey Roosevelt Island Apartment,Manhattan, Roosevelt Island,June 30 2019,100
18460679,Joonas,private room,"Bright, modern room with a view of NYC skyline",Brooklyn, Bushwick,June 24 2019,90
18460756,Virginia,private room,"Bright, private room in Bushwick w/ AC",Brooklyn, Bushwick,June 23 2019,50
18462291,Lyvan Esteban,entire home/apt,Comfortable One bedroom Harlem Aprt,Manhattan, Harlem,June 30 2019,80
18462718,Jimmy &Cindy,private room,Neat Cozy  room attached by PRIVATE FULL BATHROOM,Queens, Flushing,June 18 2019,47
18463609,Angela,entire home/apt,Spring in Bed Stuy,Brooklyn, Bedford-Stuyvesant,June 21 2019,100
18470545,Brian,private room,Comfy & Cozy In Brooklyn,Brooklyn, Crown Heights,May 03 2019,49
18471232,Azzie,private room,Brooklyn Home away from Home,Brooklyn, Crown Heights,June 24 2019,100
18472494,Sumaiya,entire home/apt,The Grand Macon,Brooklyn, Bedford-Stuyvesant,June 22 2019,165
18473439,Jason,private room,Remodeled 20min train to enter city 5min to subway,Brooklyn, Borough Park,July 05 2019,49
18475187,Loren,entire home/apt,BEST ROOF in East Village + Gorgeous Modern Apt,Manhattan, East Village,January 02 2019,199
18476474,Peter & Gabe,private room,Bright XL room in Hamilton Heights/Sugar Hill,Manhattan, Harlem,July 02 2019,90
18476851,Alana,private room,Beautiful Private Room Near Manhattan & JFK,Brooklyn, Bensonhurst,June 13 2019,60
18481196,Shayan,entire home/apt,Studio in Chelsea,Manhattan, Chelsea,March 06 2019,200
18485922,Mikanny,entire home/apt,Large & Cozy One-Bedroom Apartment in Queens,Queens, Jackson Heights,January 02 2019,135
18486868,Jessica,private room,Sunny 1 bedroom in spacious 2 bedroom apt.,Brooklyn, Crown Heights,May 08 2019,60
18488335,Joffrey,entire home/apt,Sunny Duplex 2 bdr apt in the heart of Harlem,Manhattan, Harlem,June 23 2019,85
18488833,Christina,entire home/apt,Sunny Parlor Apt in Flatbush Townhouse (furnished),Brooklyn, Flatbush,March 24 2019,85
18489366,Foster,entire home/apt,Glamorous one bedroom apartment in Brooklyn,Brooklyn, Prospect Heights,June 29 2019,165
18490141,Maria,entire home/apt,IT'S SIMPLY CONVENIENT!,Queens, Jamaica,June 12 2019,10
18493375,Ada,private room,Shared flat in Bushwick. Bright & close to train.,Brooklyn, Williamsburg,January 01 2019,60
18496331,Jenny,private room,Lofty Living: Private Room,Brooklyn, Williamsburg,May 11 2019,124
18498466,Justin,entire home/apt,Sunny Duplex Oasis: 2 Bath+Roof—Williamsburg Loft,Brooklyn, Williamsburg,June 09 2019,106
18499050,Dasha,entire home/apt,Sunny Garden Apt in Historic Park Slope Brownstone,Brooklyn, Park Slope,June 26 2019,190
18499074,Guy,private room,Cozy spacious rooms with natural sunlight,Brooklyn, Bedford-Stuyvesant,June 30 2019,80
18502246,Esther,private room,Private Room in Sunny Beautiful Kosher Apartment,Brooklyn, East Flatbush,May 19 2019,50
18503701,Alfred And Lau,private room,Oriental Room in Upper Manhattan near Central Park,Manhattan, Harlem,June 22 2019,78
18503789,Cyrille,private room,Private room in a privately own 3 story brownstone,Brooklyn, Bedford-Stuyvesant,March 01 2019,75
18504151,Rachel,private room,Seaport Water Front Private Studio,Manhattan, Financial District,June 22 2019,205
18505594,Megan E,private room,"Cozy, Light-Filled Room in Brooklyn",Brooklyn, Crown Heights,March 29 2019,44
18506359,Philippe,entire home/apt,"Luxurious, Spacious Loft in Williamsburg",Brooklyn, Williamsburg,June 14 2019,260
18506841,Anitra And Steven,entire home/apt,SPACIOUS MANHATTAN TOWNHOUSE 2BR Apt Sleeps 6,Manhattan, Harlem,July 02 2019,275
18507990,Pasang,private room,Cozy One Bedroom in a Private House.Safe & Quite.,Queens, Woodside,January 01 2019,45
18508209,Sheila,private room,Charming Bedroom,Bronx, Schuylerville,June 25 2019,42
18508470,Juan,private room,Adorable Cozy room with lots of light,Bronx, Parkchester,July 02 2019,43
18508959,Anthony,entire home/apt,Lovely 2 bdr apartment Williamsburg w private yard,Brooklyn, Williamsburg,June 16 2019,200
18510340,Donny,entire home/apt,Sunny Upper East Side Studio,Manhattan, Upper East Side,April 07 2019,79
18515889,Alina,private room,Amazing room w/ private bathroom in hip Bushwick!,Brooklyn, Bushwick,January 02 2019,70
18519818,Marissa,private room,Sunny Bedroom in Prospect Park South,Brooklyn, Flatbush,June 23 2019,40
18520516,Nicolas,entire home/apt,Rare Designer-Decorated Loft in Prime Williamsburg,Brooklyn, Williamsburg,June 09 2019,300
18521860,Athena,entire home/apt,Skylight Suite on Park Block,Brooklyn, Park Slope,July 02 2019,180
18522181,Steven,entire home/apt,Beautiful in Brooklyn - Perfect for Groups!,Brooklyn, Bushwick,June 24 2019,180
18522547,Oscar,entire home/apt,Stunning And Stylishly Furnished Apt In Bushwick,Brooklyn, Bushwick,June 17 2019,149
18523182,Carolina,private room,Cozy private room in a two-bedroom apartment,Brooklyn, Bedford-Stuyvesant,May 26 2019,58
18523918,Ella,entire home/apt,Peaceful sunny flat with backyard,Brooklyn, Williamsburg,June 27 2019,235
18525915,Yaacov,entire home/apt,Cozy 2 Bed 1 Bath Amazing Location With Balcony,Manhattan, Upper East Side,March 03 2019,206
18526162,Fernando,entire home/apt,Gone with the Wind,Queens, Sunnyside,June 21 2019,199
18527060,Kaitlin,private room,Cozy bedroom in Bed stuy!,Brooklyn, Bedford-Stuyvesant,April 30 2019,40
18535402,Clara,private room,Cozy room in Bayside Queens,Queens, Bayside,June 20 2019,38
18540170,Nahuel,private room,Great room across the street from the High bridge,Bronx, Highbridge,June 14 2019,100
18542490,Vineet,entire home/apt,Brownstone Parlor in Crown Heights,Brooklyn, Crown Heights,July 01 2019,171
18543045,Ranita,private room,Room in Bright and Spacious East Village Apartment,Manhattan, East Village,June 07 2019,169
18543400,Carleen,private room,"Cozy, Quaint and Quiet Private Room",Brooklyn, Bedford-Stuyvesant,May 19 2019,60
18546787,Aminata Mody,private room,Charming safe beautifully furnished,Bronx, Hunts Point,June 07 2019,65
18548112,A.J.,private room,Cozy and GREAT Stay in the West Village heart ❤️,Manhattan, Greenwich Village,June 04 2019,90
18549222,Ruth,private room,Private room in Astoria  close to Manhattan,Queens, Ditmars Steinway,July 01 2019,78
18550111,Jose,private room,LORIMER L TRAIN 5 minutes to the city,Brooklyn, Williamsburg,January 01 2019,65
18550867,Dusean,entire home/apt,The Bridge Complex,Bronx, Pelham Gardens,June 26 2019,199
18551084,Carlos,private room,Large room in sunny Prime Williamsburg pad.,Brooklyn, Williamsburg,January 01 2019,70
18560104,Janet,private room,Airy One Bedroom Apartment in Prime Crown Heights,Brooklyn, Crown Heights,June 23 2019,75
18560569,Pat,entire home/apt,Central Park north spacious residence,Manhattan, Harlem,April 07 2019,199
18561618,Chris,shared room,Comfy & Cozy Space in the Upper West Side,Manhattan, Upper West Side,June 22 2019,65
18562269,Alex,entire home/apt,Excellent one bedroom apt for Bklyn Half runners!,Brooklyn, Prospect Heights,May 28 2019,135
18564694,Juan,private room,Affordable and Cozy Room,Bronx, Parkchester,June 24 2019,40
18565752,"R, J",entire home/apt,"""WELCOME TO BROOKLYN"" PARK SIDE VIEW STUDIO APT",Brooklyn, Bedford-Stuyvesant,June 23 2019,109
18566623,Anthony,entire home/apt,Spacious 1 bedroom. Best water pressure in NYC!,Queens, Astoria,July 01 2019,99
18568171,Danny,private room,"Affordable, Cozy, Skylit Room in Renovated House",Brooklyn, Bedford-Stuyvesant,April 30 2019,70
18569279,Elizabeth,entire home/apt,"ENTIRE HOME- UPPER EAST SIDE, NYC",Manhattan, Upper East Side,May 15 2019,150
18571803,Jo & Savannah,private room,Luxury Apartment - Tranquil Sunny Bedroom!,Brooklyn, Bedford-Stuyvesant,May 29 2019,70
18582792,"R, J",entire home/apt,"""HELLO BROOKLYN"" PARK SIDE VIEW NEWLY RENO APT.",Brooklyn, Bedford-Stuyvesant,June 24 2019,109
18583467,Mercedes,private room,Great place for one or two.,Manhattan, Washington Heights,July 07 2019,80
18584180,Ben,entire home/apt,CHARMING CHELSEA BROWNSTONE STUDIO NEAR HIGHLINE,Manhattan, Chelsea,June 08 2019,180
18584742,Nahuel,private room,Cozy room across the street from the high bridge,Bronx, Highbridge,June 23 2019,80
18585458,Artnell,entire home/apt,Cozy Two Bedrooms Home Away From Home  Getaway.,Brooklyn, East Flatbush,June 29 2019,105
18586018,Ana Y Victor,entire home/apt,3 BDR APT AND ROOFTOP ONE TRAIN STOP TO MANHATAN,Brooklyn, Williamsburg,July 02 2019,315
18586873,Sara,entire home/apt,Large Luxury Condominium In the Heart of Manhattan,Manhattan, Hell's Kitchen,June 02 2019,90
18592160,Pablo,entire home/apt,"Quiet one bedroom in LES, Great location!",Manhattan, Lower East Side,July 06 2019,200
18593138,Marc,private room,"Luxury Master Suite - Sunlit, Private floor + bath",Brooklyn, Prospect-Lefferts Gardens,June 23 2019,90
18596197,Jeniffer,entire home/apt,Great  apartment ( W48 street ),Manhattan, Hell's Kitchen,June 08 2019,125
18597908,Caroll,entire home/apt,Two Whole Floors On the Brooklyn Waterfront,Brooklyn, Columbia St,April 29 2019,150
18599296,Nuttamon,entire home/apt,Comfy Entire Studio Apartment Near Central Park,Manhattan, Upper East Side,April 02 2019,168
18599352,Jeniffer,entire home/apt,Studio in Midtown West ( W48th  Street ),Manhattan, Hell's Kitchen,May 13 2019,125
18601353,Uri,private room,Spacious bedroom in Brooklyn - Great for couples!,Brooklyn, Kensington,June 21 2019,48
18606237,Reuben,private room,Cozy bedroom in historical home.,Staten Island, Stapleton,July 05 2019,43
18609316,Diane,private room,"Manhattan- sofa bed, private room, no deposit",Manhattan, Harlem,May 08 2019,60
18610314,Lana,entire home/apt,2BR/2BATH Luxury-Sweeping Skylines,Brooklyn, Downtown Brooklyn,July 03 2019,179
18611605,Lisa& Jonathan,private room,Lovely Room in Brooklyn,Brooklyn, Gowanus,June 02 2019,145
18611872,Caio,private room,"Sunny bedroom, cozy townhouse in Buschwick",Brooklyn, Bushwick,July 02 2019,75
18612976,Kevin,private room,Audrey's Escape,Brooklyn, Brownsville,June 18 2019,60
18613981,Abi,private room,Beautiful bedroom in Quiet House,Queens, Flushing,June 23 2019,36
18615054,Sheila,private room,Cozy room in charming home,Bronx, Schuylerville,June 08 2019,40
18615898,K,private room,Welcoming home in the ❤️ of NYC!,Manhattan, Theater District,May 31 2019,120
18615903,Kung,private room,Private Bathroom & Communal Cat in Large Sunny Apt,Brooklyn, Williamsburg,July 05 2019,95
18615964,Laetitia,entire home/apt,1 BEDROOM apartment in Brooklyn,Brooklyn, Bedford-Stuyvesant,February 19 2019,90
18616217,Abel,entire home/apt,"Local West Village, Manhattan Apartment",Manhattan, West Village,June 28 2019,199
18617195,Daphnee,entire home/apt,Spacious one bedroom appartement - Williamsburg,Brooklyn, Williamsburg,June 21 2019,140
18617676,Larry,entire home/apt,Spacious apartment in the Lower east side,Manhattan, Lower East Side,June 29 2019,110
18619857,Debra,private room,Ms. Dee Comfort Zone,Queens, Jamaica,June 28 2019,30
18625919,Tony,entire home/apt,Cozy Studio Apartment with Spacious Backyard!,Brooklyn, East New York,June 21 2019,99
18628912,Tim And Allison,entire home/apt,Unique Upper East Side apartment with backyard,Manhattan, Upper East Side,January 01 2019,170
18632502,Triada,entire home/apt,"Charming Carroll Gardens, Brooklyn Apartment",Brooklyn, Carroll Gardens,July 01 2019,125
18634847,Max Prana,private room,Huge room in a clean brownstone in Brooklyn.,Brooklyn, Bedford-Stuyvesant,June 05 2019,50
18635942,Maria,entire home/apt,Beautiful Studio Apartment on the E70th St,Manhattan, Upper East Side,June 22 2019,120
18637270,Megan E,private room,"Cute, spacious room in Crown Heights",Brooklyn, Crown Heights,March 30 2019,45
18637912,Jody,entire home/apt,Family-friendly Bright Studio in Our Brooklyn Home,Brooklyn, East Flatbush,June 29 2019,94
18638573,Anushua,private room,Adorable room in Astoria - 20 mins to Manhattan!,Queens, Astoria,June 15 2019,63
18638985,Bethany,entire home/apt,PRIME WILLIAMSBURG- Spacious 4BR Bohemian Oasis,Brooklyn, Williamsburg,May 12 2019,175
18646653,Sean,entire home/apt,Upper East Side 1 bedroom near Central park,Manhattan, Upper East Side,May 27 2019,123
18647217,Shia,private room,Cozy Contemporary Couch by Central Park,Manhattan, Morningside Heights,June 17 2019,55
